Grupo,Familia,Genero,Nombre_cientifico_del_taxon,Categoria_taxonomica,Endemismo_para_Colombia,Nativa_para_Colombia,Estado_de_amenaza,Distribucion,Especimen_representativo,Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
Angiospermas,Hypericaceae,Hypericum,Hypericum genistoides Kunth,especie,0,1,No evaluada,Nativa,"Kirkbride, J.H. Jr 351 (MO) 1967",BestMatch,9.42226,Exact,0,Hypericum genistoides Kunth,Hypericum genistoides Kunth,Hypericum genistoides,7800293,,false,165,Tropicos,,
Angiospermas,Hypericaceae,Hypericum,Hypericum gnidioides Seem.,especie,0,1,No evaluada,Nativa,"Cortés-Sánchez, S. P., Hammen, T. van der, & Rangel-Churio, J. O. (1998)",BestMatch,9.42329,Exact,0,Hypericum gnidioides Seem.,Hypericum gnidioides Seem.,Hypericum gnidioides,6MQFJ,Hypericum gnidioides Seem.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Hypericaceae|Hypericeae|Hypericum|Hypericum gnidioides,
Angiospermas,Hypericaceae,Hypericum,Hypericum goyanesii Cuatrec.,especie,0,1,No evaluada,Nativa,"Rojas, M. 1 (COL) 1999",BestMatch,9.42329,Exact,0,Hypericum goyanesii Cuatrec.,Hypericum goyanesii Cuatrec.,Hypericum goyanesii,3NPMG,Hypericum goyanesii Cuatrec.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Hypericaceae|Hypericeae|Hypericum|Hypericum goyanesii,
Angiospermas,Hypericaceae,Hypericum,Hypericum hartwegii Benth.,especie,0,1,En Peligro Crítico,Nativa,"Cortés-Sánchez, S. P., Hammen, T. van der, & Rangel-Churio, J. O. (1998)",BestMatch,9.42329,Exact,0,Hypericum hartwegii Benth.,Hypericum hartwegii Benth.,Hypericum hartwegii,9KDP5,Hypericum hartwegii Benth.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Hypericaceae|Hypericeae|Hypericum|Hypericum hartwegii,
Angiospermas,Hypericaceae,Hypericum,Hypericum humboldtianum Steud.,especie,0,1,No evaluada,Nativa,"Campos, E. 35 (COL) 2007",BestMatch,9.42329,Exact,0,Hypericum humboldtianum Steud.,Hypericum humboldtianum Steud.,Hypericum humboldtianum,3NPP8,Hypericum humboldtianum Steud.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Hypericaceae|Hypericeae|Hypericum|Hypericum humboldtianum,
Angiospermas,Hypericaceae,Hypericum,Hypericum juniperinum Kunth,especie,0,1,No evaluada,Nativa,"Sánchez, P. 4 (COL) 1999",BestMatch,9.42260,Exact,0,Hypericum juniperinum Kunth,Hypericum juniperinum Kunth,Hypericum juniperinum,wfo-0000727789-2025-06,Hypericum juniperinum Kunth,false,196,World Flora Online,Plantae|Pteridobiotina|Angiosperms|Malpighiales|Hypericaceae|Hypericum|Hypericum juniperinum,
Angiospermas,Hypericaceae,Hypericum,Hypericum lancioides Cuatrec.,especie,0,1,No evaluada,Nativa,"Grabandt, R.A.J. 53 (COL) 1974",BestMatch,9.42329,Exact,0,Hypericum lancioides Cuatrec.,Hypericum lancioides Cuatrec.,Hypericum lancioides,3NPRM,Hypericum lancioides Cuatrec.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Hypericaceae|Hypericeae|Hypericum|Hypericum lancioides,
Angiospermas,Hypericaceae,Hypericum,Hypericum laricifolium Juss.,especie,0,1,No evaluada,Nativa,"Galvis, M. 38 (COL) 2002",BestMatch,9.42329,Exact,0,Hypericum laricifolium Juss.,Hypericum laricifolium Juss.,Hypericum laricifolium,3NPRQ,Hypericum laricifolium Juss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Hypericaceae|Hypericeae|Hypericum|Hypericum laricifolium,
Angiospermas,Hypericaceae,Hypericum,Hypericum lycopodioides Triana & Planch.,especie,0,1,No evaluada,Nativa,"Galvis, M. 2465 (COL) 2002",BestMatch,9.42329,Exact,0,Hypericum lycopodioides Triana & Planch.,Hypericum lycopodioides Triana & Planch.,Hypericum lycopodioides,3NPT9,Hypericum lycopodioides Triana & Planch.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Hypericaceae|Hypericeae|Hypericum|Hypericum lycopodioides,
Angiospermas,Hypericaceae,Hypericum,Hypericum mexicanum L.,especie,0,1,No evaluada,Nativa,"Valencia-D., J. 2263 (B) 2014",BestMatch,9.42329,Exact,0,Hypericum mexicanum L.,Hypericum mexicanum L.,Hypericum mexicanum,6N2GG,Hypericum mexicanum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Hypericaceae|Hypericeae|Hypericum|Hypericum mexicanum,
Angiospermas,Hypericaceae,Hypericum,Hypericum myricariifolium Hieron.,especie,0,1,No evaluada,Nativa,"Vargas, C. A. 3023 (B) 2014",BestMatch,9.42329,Exact,0,Hypericum myricariifolium Hieron.,Hypericum myricariifolium Hieron.,Hypericum myricariifolium,3NPVR,Hypericum myricariifolium Hieron.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Hypericaceae|Hypericeae|Hypericum|Hypericum myricariifolium,
Angiospermas,Hypericaceae,Hypericum,Hypericum patulum Thunb.,especie,0,0,No evaluada,No Nativa,"Betancur, J. 1 (COL) 2005",BestMatch,9.42329,Exact,0,Hypericum patulum Thunb.,Hypericum patulum Thunb.,Hypericum patulum,8V8Y6,Hypericum patulum Thunb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Hypericaceae|Hypericeae|Hypericum|Hypericum patulum,
Angiospermas,Hypericaceae,Hypericum,Hypericum prostratum Cuatrec.,especie,0,1,No evaluada,Nativa,"Orejuela, A. 857 (B) 2014",BestMatch,9.42329,Exact,0,Hypericum prostratum Cuatrec.,Hypericum prostratum Cuatrec.,Hypericum prostratum,6N2G7,Hypericum prostratum Cuatrec.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Hypericaceae|Hypericeae|Hypericum|Hypericum prostratum,
Angiospermas,Hypericaceae,Hypericum,Hypericum ruscoides Cuatrec.,especie,0,1,No evaluada,Nativa,"Londoño-Botero, R., Barrera-Lobatón, S., Franco-Rosselli, M. del P., & Betancur, J. (2001)",BestMatch,9.42329,Exact,0,Hypericum ruscoides Cuatrec.,Hypericum ruscoides Cuatrec.,Hypericum ruscoides,3NQ58,Hypericum ruscoides Cuatrec.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Hypericaceae|Hypericeae|Hypericum|Hypericum ruscoides,
Angiospermas,Hypericaceae,Hypericum,Hypericum sabiniforme Trevis.,especie,0,1,No evaluada,Nativa,Hno. Salvador José s.n. (BOG),BestMatch,9.42226,Exact,0,Hypericum sabiniforme Trevis.,Hypericum sabiniforme Trevis.,Hypericum sabiniforme,7800331,,false,165,Tropicos,,
Angiospermas,Hypericaceae,Hypericum,Hypericum selaginella N.Robson,especie,0,1,No evaluada,Nativa,"Londoño-Botero, R., Barrera-Lobatón, S., Franco-Rosselli, M. del P., & Betancur, J. (2001)",BestMatch,9.42329,Exact,0,Hypericum selaginella N.Robson,Hypericum selaginella N.Robson,Hypericum selaginella,3NQ66,Hypericum selaginella N.Robson,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Hypericaceae|Hypericeae|Hypericum|Hypericum selaginella,
Angiospermas,Hypericaceae,Hypericum,Hypericum strictum Kunth,especie,0,1,No evaluada,Nativa,"Valencia-D., J. 2219 (B) 2014",BestMatch,9.42260,Exact,0,Hypericum strictum Kunth,Hypericum strictum Kunth,Hypericum strictum,wfo-0001295731-2025-06,Hypericum strictum Kunth,false,196,World Flora Online,Plantae|Pteridobiotina|Angiosperms|Malpighiales|Hypericaceae|Hypericum|Hypericum strictum,
Angiospermas,Hypericaceae,Hypericum,Hypericum struthiolifolium Juss.,especie,0,1,No evaluada,Nativa,"Jiménez, H. s.n. (BOG)",BestMatch,9.42329,Exact,0,Hypericum struthiolifolium Juss.,Hypericum struthiolifolium Juss.,Hypericum struthiolifolium,3NQ7W,Hypericum struthiolifolium Juss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Hypericaceae|Hypericeae|Hypericum|Hypericum struthiolifolium,
Angiospermas,Hypericaceae,Hypericum,Hypericum thuyoides Kunth,especie,0,1,No evaluada,Nativa,"Grabandt, R.A.J. 219 (COL)",BestMatch,9.42329,Exact,0,Hypericum thuyoides Kunth,Hypericum thuyoides Kunth,Hypericum thuyoides,3NQ9F,Hypericum thuyoides Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Hypericaceae|Hypericeae|Hypericum|Hypericum thuyoides,
Angiospermas,Hypericaceae,Hypericum,Hypericum xylosteifolium (Spach) N.Robson,especie,0,0,No evaluada,No Nativa,"Casasfranco, J. 5 (HPUJ) 1999",BestMatch,9.42329,Exact,0,Hypericum xylosteifolium (Spach) N.Robson,Hypericum xylosteifolium (Spach) N.Robson,Hypericum xylosteifolium,3NQBJ,Hypericum xylosteifolium (Spach) N.Robson,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Hypericaceae|Hypericeae|Hypericum|Hypericum xylosteifolium,
Angiospermas,Hypericaceae,Vismia,Vismia baccifera (L.) Planch. & Triana,especie,0,1,Preocupación menor,Nativa,"Castellanos, C. 334 (UDBC) 2004",BestMatch,9.42329,Exact,0,Vismia baccifera (L.) Planch. & Triana,Vismia baccifera (L.) Triana & Planch.,Vismia baccifera,5BKQ6,Vismia baccifera (L.) Triana & Planch.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Hypericaceae|Vismieae|Vismia|Vismia baccifera,
Angiospermas,Hypoxidaceae,Hypoxis,Hypoxis decumbens L.,especie,0,1,No evaluada,Nativa,"Triana, J.J. 1264 (COL) 1853",BestMatch,9.42329,Exact,0,Hypoxis decumbens L.,Hypoxis decumbens L.,Hypoxis decumbens,3P22S,Hypoxis decumbens L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Hypoxidaceae|Hypoxis|Hypoxis decumbens,
Angiospermas,Hypoxidaceae,Hypoxis,Hypoxis humilis Kunth,especie,0,1,No evaluada,Nativa,"García-Barriga, H. 3125 (COL) 1934",BestMatch,9.42329,Exact,0,Hypoxis humilis Kunth,Hypoxis humilis Kunth,Hypoxis humilis,3P247,Hypoxis humilis Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Hypoxidaceae|Hypoxis|Hypoxis humilis,
Angiospermas,Hypoxidaceae,Molineria,Molineria capitulata (Lour.) Herb.,especie,0,0,No evaluada,No Nativa,"Rodríguez, Á. 940 (JBB) 2015",BestMatch,9.42295,Exact,0,Molineria capitulata (Lour.) Herb.,Molineria capitulata (Lour.) Herb.,Molineria capitulata,43VPW,Curculigo capitulata (Lour.) Kuntze,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Hypoxidaceae|Curculigo|Curculigo capitulata,
Angiospermas,Iridaceae,Crocosmia,Crocosmia × crocosmiiflora (Lemoine) N.E.Br.,hibrido,0,0,Preocupación menor,No Nativa,"Fajardo-G., F. 1924 (JBB) 2014",BestMatch,9.42329,Exact,0,Crocosmia × crocosmiiflora (Lemoine) N.E.Br.,Crocosmia × crocosmiiflora (Lemoine) N.E.Br.,Crocosmia × crocosmiiflora,ZKPM,Crocosmia × crocosmiiflora (Lemoine) N.E.Br.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Crocosmia|Crocosmia crocosmiiflora,
Angiospermas,Iridaceae,Crocosmia,Crocosmia aurea (Pappe ex Hook.) Planch.,especie,0,0,No evaluada,No Nativa,"Osorio-Olarte, J., Uribe-Botero, E., & Molina-Prieto, L. F. (1998)",BestMatch,9.42329,Exact,0,Crocosmia aurea (Pappe ex Hook.) Planch.,Crocosmia aurea (Pappe ex Hook.) Planch.,Crocosmia aurea,ZKPK,Crocosmia aurea (Pappe ex Hook.) Planch.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Crocosmia|Crocosmia aurea,
Angiospermas,Iridaceae,Dietes,Dietes bicolor (Steud.) Klatt ex Sweet,especie,0,0,,No,"Muñoz, José A. et al. 1178 (HJBB)",BestMatch,9.42329,Exact,0,Dietes bicolor (Steud.) Klatt ex Sweet,Dietes bicolor (Steud.) Sweet ex Klatt,Dietes bicolor,362R9,Dietes bicolor (Steud.) Sweet ex Klatt,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Dietes|Dietes bicolor,
Angiospermas,Iridaceae,Dietes,Dietes grandiflora N.E.Br.,especie,0,0,No evaluada,No Nativa,"Rodríguez, Á. 1147 (JBB) 2015",BestMatch,9.42329,Exact,0,Dietes grandiflora N.E.Br.,Dietes grandiflora N.E.Br.,Dietes grandiflora,362RC,Dietes grandiflora N.E.Br.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Dietes|Dietes grandiflora,
Angiospermas,Iridaceae,Dietes,Dietes iridioides (L.) Sweet ex Klatt,especie,0,0,,No,"Marín, César 6681 (HJBB)",BestMatch,9.42329,Exact,0,Dietes iridioides (L.) Sweet ex Klatt,Dietes iridioides (L.) Sweet ex Klatt,Dietes iridioides,362RF,Dietes iridioides (L.) Sweet ex Klatt,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Dietes|Dietes iridioides,
Angiospermas,Iridaceae,Freesia,Freesia alba (G.L.Mey.) Gumbl.,especie,0,0,No evaluada,No Nativa,"Osorio-Olarte, J., Uribe-Botero, E., & Molina-Prieto, L. F. (1998)",BestMatch,9.42295,Exact,0,Freesia alba (G.L.Mey.) Gumbl.,Freesia alba (G.L.Mey.) Gumbl.,Freesia alba,7TXZ8,Freesia leichtlinii subsp. alba (G.L.Mey.) J.C.Manning & Goldblatt,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Freesia|Freesia leichtlinii|Freesia leichtlinii alba,
Angiospermas,Iridaceae,Freesia,Freesia refracta (Jacq.) Klatt,especie,0,0,No evaluada,No Nativa,"Muñoz, J.A. 263 (JBB) 2015",BestMatch,9.42329,Exact,0,Freesia refracta (Jacq.) Klatt,Freesia refracta (Jacq.) Klatt,Freesia refracta,6JM8G,Freesia refracta (Jacq.) Klatt,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Freesia|Freesia refracta,
Angiospermas,Iridaceae,Gladiolus,Gladiolus × hortulanus L.H. Bailey,hibrido,0,0,No evaluada,No Nativa,"Rodríguez-Calderón, Á., Muñoz, J. A., Moreno, D. y Celis, M. (2019)",BestMatch,9.42260,Exact,0,Gladiolus × hortulanus L.H. Bailey,Gladiolus × hortulanus L.H.Bailey,Gladiolus × hortulanus,328495,Gladiolus × hortulanus L.H.Bailey,false,197,World Checklist of Vascular Plants,Plantae|Tracheophyta|Iridaceae|Gladiolus,
Angiospermas,Iridaceae,Gladiolus,Gladiolus communis L.,especie,0,0,No evaluada,No Nativa,"Rodríguez-Calderón, Á., Muñoz, J. A., Moreno, D. y Celis, M. (2019)",BestMatch,9.42329,Exact,0,Gladiolus communis L.,Gladiolus communis L.,Gladiolus communis,3G4KN,Gladiolus communis L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Gladiolus|Gladiolus communis,
Angiospermas,Iridaceae,Iris,Iris germanica L.,especie,0,0,No evaluada,No Nativa,"Duque-Jaramillo, J.M. 3246 (COL)",BestMatch,9.42329,Exact,0,Iris germanica L.,Iris × germanica L.,Iris × germanica,3PZQ9,Iris × germanica L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Iris|Iris germanica,
Angiospermas,Iridaceae,Iris,Iris japonica Thunb.,especie,0,0,No evaluada,No Nativa,"Rodríguez, Á. 1105 (JBB) 2015",BestMatch,9.42329,Exact,0,Iris japonica Thunb.,Iris japonica Thunb.,Iris japonica,3PZSS,Iris japonica Thunb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Iris|Iris japonica,
Angiospermas,Iridaceae,Neomarica,Neomarica longifolia (Link & Otto) Sprague,especie,0,0,No evaluada,No Nativa,"Rodríguez, Á. 1241 (JBB) 2015",BestMatch,9.42295,Exact,0,Neomarica longifolia (Link & Otto) Sprague,Neomarica longifolia (Link & Otto) Sprague,Neomarica longifolia,46MD9,Trimezia longifolia (Link & Otto) Christenh. & Byng,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Trimezia|Trimezia longifolia,
Angiospermas,Iridaceae,Olsynium,Olsynium trinerve (Baker) R.A.Rodr. & Martic.,especie,0,1,No evaluada,Nativa,"Londoño-Botero, R., Barrera-Lobatón, S., Franco-Rosselli, M. del P., & Betancur, J. (2001)",BestMatch,9.42329,Exact,0,Olsynium trinerve (Baker) R.A.Rodr. & Martic.,Olsynium trinerve (Baker) R.A.Rodr. & Martic.,Olsynium trinerve,499G9,Olsynium trinerve (Baker) R.A.Rodr. & Martic.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Olsynium|Olsynium trinerve,
Angiospermas,Iridaceae,Orthrosanthus,Orthrosanthus chimboracensis (Kunth) Baker,especie,0,1,Preocupación menor,Nativa,"Vargas-R., O. 77 (COL) 1980",BestMatch,9.42329,Exact,0,Orthrosanthus chimboracensis (Kunth) Baker,Orthrosanthus chimboracensis (Kunth) Baker,Orthrosanthus chimboracensis,74Y63,Orthrosanthus chimboracensis (Kunth) Baker,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Orthrosanthus|Orthrosanthus chimboracensis,
Angiospermas,Iridaceae,Orthrosanthus,Orthrosanthus monadelphus Ravenna,especie,0,1,No evaluada,Nativa,"García-Castro, N. J., Vargas-Ríos, O., & Figueroa-Cardozo, Y. (2006)",BestMatch,9.42329,Exact,0,Orthrosanthus monadelphus Ravenna,Orthrosanthus monadelphus Ravenna,Orthrosanthus monadelphus,6SXTS,Orthrosanthus monadelphus Ravenna,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Orthrosanthus|Orthrosanthus monadelphus,
Angiospermas,Iridaceae,Sisyrinchium,Sisyrinchium chilense Hook.,especie,0,1,Preocupación menor,Nativa,"Hawkes, J.G. 74 (COL)",BestMatch,9.42329,Exact,0,Sisyrinchium chilense Hook.,Sisyrinchium chilense Hook.,Sisyrinchium chilense,4XSKR,Sisyrinchium chilense Hook.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Sisyrinchium|Sisyrinchium chilense,
Angiospermas,Iridaceae,Sisyrinchium,Sisyrinchium convolutum Nocca,especie,0,1,Preocupación menor,Nativa,"Cleef, A.M. 211 (COL)",BestMatch,9.42329,Exact,0,Sisyrinchium convolutum Nocca,Sisyrinchium convolutum Nocca,Sisyrinchium convolutum,4XSL5,Sisyrinchium convolutum Nocca,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Sisyrinchium|Sisyrinchium convolutum,
Angiospermas,Iridaceae,Sisyrinchium,Sisyrinchium jamesonii Baker,especie,0,1,No evaluada,Nativa,"Díaz-Piedrahita, S. 2868 (COL)",BestMatch,9.42329,Exact,0,Sisyrinchium jamesonii Baker,Sisyrinchium jamesonii Baker,Sisyrinchium jamesonii,4XSPP,Sisyrinchium jamesonii Baker,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Sisyrinchium|Sisyrinchium jamesonii,
Angiospermas,Iridaceae,Sisyrinchium,Sisyrinchium micranthum Cav.,especie,0,1,Preocupación menor,Nativa,"Giraldo-Cañas, D. 4092 (COL) 2006",BestMatch,9.42329,Exact,0,Sisyrinchium micranthum Cav.,Sisyrinchium micranthum Cav.,Sisyrinchium micranthum,4XSR6,Sisyrinchium micranthum Cav.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Sisyrinchium|Sisyrinchium micranthum,
Angiospermas,Iridaceae,Sisyrinchium,Sisyrinchium pusillum Kunth,especie,0,1,No evaluada,Nativa,"Pedraza, P. 185 (COL)",BestMatch,9.42329,Exact,0,Sisyrinchium pusillum Kunth,Sisyrinchium pusillum Kunth,Sisyrinchium pusillum,4XST9,Sisyrinchium pusillum Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Sisyrinchium|Sisyrinchium pusillum,
Angiospermas,Iridaceae,Sisyrinchium,Sisyrinchium tinctorium Kunth,especie,0,1,No evaluada,Nativa,"Sánchez, R.  (COL)",BestMatch,9.42329,Exact,0,Sisyrinchium tinctorium Kunth,Sisyrinchium tinctorium Kunth,Sisyrinchium tinctorium,4XSV8,Sisyrinchium tinctorium Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Sisyrinchium|Sisyrinchium tinctorium,
Angiospermas,Iridaceae,Sisyrinchium,Sisyrinchium unispathaceum Klatt,especie,0,1,No evaluada,Nativa,"Betancur, J. 7052 (MO) 1997",BestMatch,9.42329,Exact,0,Sisyrinchium unispathaceum Klatt,Sisyrinchium unispathaceum Klatt,Sisyrinchium unispathaceum,4XSVN,Sisyrinchium unispathaceum Klatt,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Sisyrinchium|Sisyrinchium unispathaceum,
Angiospermas,Iridaceae,Sisyrinchium,Sisyrinchium vaginatum Spreng.,especie,0,1,No evaluada,Nativa,"Salvador, J. s.n. (BOG)",BestMatch,9.42329,Exact,0,Sisyrinchium vaginatum Spreng.,Sisyrinchium vaginatum Spreng.,Sisyrinchium vaginatum,4XSVP,Sisyrinchium vaginatum Spreng.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Sisyrinchium|Sisyrinchium vaginatum,
Angiospermas,Iridaceae,Tigridia,Tigridia pavonia (L.f.) DC.,especie,0,0,No evaluada,No Nativa,"Rodríguez-Calderón, Á., Muñoz, J. A., Moreno, D. y Celis, M. (2019)",BestMatch,9.42260,Exact,0,Tigridia pavonia (L.f.) DC.,Tigridia pavonia (L. f.) DC.,Tigridia pavonia,808600,Tigridia pavonia (L. f.) DC.,false,3,ITIS,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Lilianae|Asparagales|Iridaceae|Tigridia|Tigridia pavonia,
Angiospermas,Iridaceae,Watsonia,Watsonia borbonica (Pourr.) Goldblatt,especie,0,0,No evaluada,No Nativa,"Piza, L.F. s.n. (BOG)",BestMatch,9.42329,Exact,0,Watsonia borbonica (Pourr.) Goldblatt,Watsonia borbonica (Pourr.) Goldblatt,Watsonia borbonica,7FTWX,Watsonia borbonica (Pourr.) Goldblatt,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Watsonia|Watsonia borbonica,
Angiospermas,Iridaceae,Watsonia,Watsonia pyramidata (Andrews) Klatt,especie,0,0,No evaluada,No,"Marín, César 6510 (HJBB)",BestMatch,9.42295,Exact,0,Watsonia pyramidata (Andrews) Klatt,Watsonia pyramidata (Andrews) Klatt,Watsonia pyramidata,7YF8G,Watsonia borbonica subsp. borbonica,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Watsonia|Watsonia borbonica|Watsonia borbonica borbonica,
Angiospermas,Juglandaceae,Juglans,Juglans neotropica Diels,especie,0,1,En Peligro,Nativa,"Devia, B. 5 (COL) 1996",BestMatch,9.42329,Exact,0,Juglans neotropica Diels,Juglans neotropica Diels,Juglans neotropica,6NFLY,Juglans neotropica Diels,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Juglandaceae|Juglandoideae|Juglandeae|Juglans|Juglans neotropica,
Angiospermas,Juncaceae,Distichia,Distichia muscoides Nees & Meyen,especie,0,1,No evaluada,Nativa,"Londoño-Botero, R., Barrera-Lobatón, S., Franco-Rosselli, M. del P., & Betancur, J. (2001)",BestMatch,9.42329,Exact,0,Distichia muscoides Nees & Meyen,Distichia muscoides Nees & Meyen,Distichia muscoides,36XGM,Distichia muscoides Nees & Meyen,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Juncaceae|Distichia|Distichia muscoides,
Angiospermas,Juncaceae,Juncus,Juncus breviculmis Balslev,especie,0,1,No evaluada,Nativa,"Sánchez, R. 139 (COL)",BestMatch,9.42329,Exact,0,Juncus breviculmis Balslev,Juncus breviculmis Balslev,Juncus breviculmis,3QTJL,Juncus breviculmis Balslev,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Juncaceae|Juncus|Juncus breviculmis,
Angiospermas,Juncaceae,Juncus,Juncus bufonius L.,especie,0,0,Preocupación menor,No Nativa,"Smith, S.G 1317 (B, MO, NY, US) 1950",BestMatch,9.42329,Exact,0,Juncus bufonius L.,Juncus bufonius L.,Juncus bufonius,3QTK3,Juncus bufonius L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Juncaceae|Juncus|Juncus bufonius,
